,name,latitude,longitude,category,geometry
31,Ps 193 Gil Hodges,40.621813,-73.950313,school,"{'type': 'Point', 'coordinates': [40.621813, -73.950313]}"
32,Public School 222,40.613717,-73.938853,school,"{'type': 'Point', 'coordinates': [40.613717, -73.938853]}"
33,P.S. 101 - The School In The Gardens,40.715229,-73.843273,school,"{'type': 'Point', 'coordinates': [40.715229, -73.843273]}"
34,Cardinal Hayes High School,40.820574,-73.925467,school,"{'type': 'Point', 'coordinates': [40.820574, -73.925467]}"
35,Sacred Heart School,40.807922,-74.117897,school,"{'type': 'Point', 'coordinates': [40.807922, -74.117897]}"
36,Sheepshead Bay High School,40.593315,-73.936508,school,"{'type': 'Point', 'coordinates': [40.593315, -73.936508]}"
37,Dos Puentes Elementary School,40.8505,-73.93406,school,"{'type': 'Point', 'coordinates': [40.8505, -73.93406]}"
38,Public School 138,40.822409,-73.853233,school,"{'type': 'Point', 'coordinates': [40.822409, -73.853233]}"
39,Berkeley Elementary School,40.786178,-74.193187,school,"{'type': 'Point', 'coordinates': [40.786178, -74.193187]}"
40,Francis Lewis High School,40.740785,-73.795165,school,"{'type': 'Point', 'coordinates': [40.740785, -73.795165]}"
41,Hawthorne High School,40.953541,-74.159833,school,"{'type': 'Point', 'coordinates': [40.953541, -74.159833]}"
42,Academy for Personal Leadership and Excellence,40.85959,-73.900156,school,"{'type': 'Point', 'coordinates': [40.85959, -73.900156]}"
43,Staten Island Technical High School,40.567982,-74.115724,school,"{'type': 'Point', 'coordinates': [40.567982, -74.115724]}"
44,Monsignor Scanlan High School,40.825237,-73.837808,school,"{'type': 'Point', 'coordinates': [40.825237, -73.837808]}"
45,St Kevin's School,40.754223,-73.786422,school,"{'type': 'Point', 'coordinates': [40.754223, -73.786422]}"
46,Demarest Elementary School,40.824463,-74.178274,school,"{'type': 'Point', 'coordinates': [40.824463, -74.178274]}"
47,North Star Academy Charter,40.74492,-74.232932,school,"{'type': 'Point', 'coordinates': [40.74492, -74.232932]}"
48,Public School 72,40.822988,-73.818088,school,"{'type': 'Point', 'coordinates': [40.822988, -73.818088]}"
49,Academy Of Mt St Ursula,40.868985,-73.885928,school,"{'type': 'Point', 'coordinates': [40.868985, -73.885928]}"
0,Starbucks,40.714207,-74.01571,starbucks,"{'type': 'Point', 'coordinates': [40.714207, -74.01571]}"
1,Starbucks,40.711052,-74.004848,starbucks,"{'type': 'Point', 'coordinates': [40.711052, -74.004848]}"
2,Starbucks,40.705271,-74.011165,starbucks,"{'type': 'Point', 'coordinates': [40.705271, -74.011165]}"
3,Starbucks,40.718209,-74.007401,starbucks,"{'type': 'Point', 'coordinates': [40.718209, -74.007401]}"
4,Starbucks,40.711646,-74.006792,starbucks,"{'type': 'Point', 'coordinates': [40.711646, -74.006792]}"
5,Starbucks,40.715787,-74.003246,starbucks,"{'type': 'Point', 'coordinates': [40.715787, -74.003246]}"
6,Starbucks,40.704517,-74.013099,starbucks,"{'type': 'Point', 'coordinates': [40.704517, -74.013099]}"
7,Starbucks,40.713737,-74.009232,starbucks,"{'type': 'Point', 'coordinates': [40.713737, -74.009232]}"
8,Starbucks,40.712073,-74.010911,starbucks,"{'type': 'Point', 'coordinates': [40.712073, -74.010911]}"
9,Starbucks,40.710914,-74.009905,starbucks,"{'type': 'Point', 'coordinates': [40.710914, -74.009905]}"
10,Starbucks,40.708829,-74.011219,starbucks,"{'type': 'Point', 'coordinates': [40.708829, -74.011219]}"
11,Starbucks,40.72065,-74.010859,starbucks,"{'type': 'Point', 'coordinates': [40.72065, -74.010859]}"
12,Starbucks,40.714792,-74.006131,starbucks,"{'type': 'Point', 'coordinates': [40.714792, -74.006131]}"
13,Starbucks,40.705266,-74.011339,starbucks,"{'type': 'Point', 'coordinates': [40.705266, -74.011339]}"
14,Starbucks,40.708392,-74.007449,starbucks,"{'type': 'Point', 'coordinates': [40.708392, -74.007449]}"
15,Starbucks,40.703248,-74.014139,starbucks,"{'type': 'Point', 'coordinates': [40.703248, -74.014139]}"
16,Starbucks,40.704832,-74.007482,starbucks,"{'type': 'Point', 'coordinates': [40.704832, -74.007482]}"
17,Starbucks,40.718878,-74.002626,starbucks,"{'type': 'Point', 'coordinates': [40.718878, -74.002626]}"
18,Starbucks,40.715528,-74.008823,starbucks,"{'type': 'Point', 'coordinates': [40.715528, -74.008823]}"
19,Starbucks,40.707166,-74.004956,starbucks,"{'type': 'Point', 'coordinates': [40.707166, -74.004956]}"
20,Starbucks,40.710262,-74.00809,starbucks,"{'type': 'Point', 'coordinates': [40.710262, -74.00809]}"
21,Starbucks,40.729189,-74.005033,starbucks,"{'type': 'Point', 'coordinates': [40.729189, -74.005033]}"
22,Starbucks,40.741678,-74.005275,starbucks,"{'type': 'Point', 'coordinates': [40.741678, -74.005275]}"
23,Starbucks,40.726299,-74.033087,starbucks,"{'type': 'Point', 'coordinates': [40.726299, -74.033087]}"
24,Starbucks,40.704571,-74.00913,starbucks,"{'type': 'Point', 'coordinates': [40.704571, -74.00913]}"
25,Starbucks,40.702689,-73.991078,starbucks,"{'type': 'Point', 'coordinates': [40.702689, -73.991078]}"
26,Starbucks,40.719677,-73.999035,starbucks,"{'type': 'Point', 'coordinates': [40.719677, -73.999035]}"
27,Starbucks,40.726818,-74.000234,starbucks,"{'type': 'Point', 'coordinates': [40.726818, -74.000234]}"
28,Starbucks,40.722501,-73.997905,starbucks,"{'type': 'Point', 'coordinates': [40.722501, -73.997905]}"
29,Starbucks,40.733063,-74.002707,starbucks,"{'type': 'Point', 'coordinates': [40.733063, -74.002707]}"
30,Starbucks,40.694525,-73.993898,starbucks,"{'type': 'Point', 'coordinates': [40.694525, -73.993898]}"
31,Starbucks,40.70286,-74.012553,starbucks,"{'type': 'Point', 'coordinates': [40.70286, -74.012553]}"
32,Starbucks,40.689028,-73.98583,starbucks,"{'type': 'Point', 'coordinates': [40.689028, -73.98583]}"
33,Starbucks,40.690745,-73.986159,starbucks,"{'type': 'Point', 'coordinates': [40.690745, -73.986159]}"
34,Starbucks,40.715882,-74.033323,starbucks,"{'type': 'Point', 'coordinates': [40.715882, -74.033323]}"
35,Starbucks,40.740498,-74.005054,starbucks,"{'type': 'Point', 'coordinates': [40.740498, -74.005054]}"
36,Starbucks,40.719481,-74.041718,starbucks,"{'type': 'Point', 'coordinates': [40.719481, -74.041718]}"
37,Starbucks,40.691703,-73.988596,starbucks,"{'type': 'Point', 'coordinates': [40.691703, -73.988596]}"
38,Starbucks,40.695038,-73.982924,starbucks,"{'type': 'Point', 'coordinates': [40.695038, -73.982924]}"
39,Starbucks,40.69121,-73.982905,starbucks,"{'type': 'Point', 'coordinates': [40.69121, -73.982905]}"
40,Starbucks,40.730042,-73.99164,starbucks,"{'type': 'Point', 'coordinates': [40.730042, -73.99164]}"
41,Starbucks,40.727217,-73.995491,starbucks,"{'type': 'Point', 'coordinates': [40.727217, -73.995491]}"
42,Starbucks,40.719332,-73.989898,starbucks,"{'type': 'Point', 'coordinates': [40.719332, -73.989898]}"
43,Starbucks,40.725812,-74.00552,starbucks,"{'type': 'Point', 'coordinates': [40.725812, -74.00552]}"
44,Starbucks,40.693128,-73.983766,starbucks,"{'type': 'Point', 'coordinates': [40.693128, -73.983766]}"
45,Starbucks,40.736948,-73.996704,starbucks,"{'type': 'Point', 'coordinates': [40.736948, -73.996704]}"
46,Starbucks,40.733035,-73.999737,starbucks,"{'type': 'Point', 'coordinates': [40.733035, -73.999737]}"
47,Starbucks,40.724786,-73.987668,starbucks,"{'type': 'Point', 'coordinates': [40.724786, -73.987668]}"
48,Starbucks Reserve,40.73667,-74.000784,starbucks,"{'type': 'Point', 'coordinates': [40.73667, -74.000784]}"
49,Starbucks Pick Up,40.734202,-73.992344,starbucks,"{'type': 'Point', 'coordinates': [40.734202, -73.992344]}"
0,Pet Food Express,37.78757,-122.446339,basketball-court,"{'type': 'Point', 'coordinates': [37.78757, -122.446339]}"
1,Pawtrero Hill BathHouse & Feed,37.78382,-122.389322,basketball-court,"{'type': 'Point', 'coordinates': [37.78382, -122.389322]}"
2,Wag Hotels San Francisco,37.768475,-122.414103,basketball-court,"{'type': 'Point', 'coordinates': [37.768475, -122.414103]}"
3,Wags Pet Wash & Boutique,37.793742,-122.421187,basketball-court,"{'type': 'Point', 'coordinates': [37.793742, -122.421187]}"
4,The Dog Barber,37.770428,-122.424897,basketball-court,"{'type': 'Point', 'coordinates': [37.770428, -122.424897]}"
5,Healthy Spot,37.772602,-122.391695,basketball-court,"{'type': 'Point', 'coordinates': [37.772602, -122.391695]}"
6,Wag Hotels Oakland,37.793147,-122.26523,basketball-court,"{'type': 'Point', 'coordinates': [37.793147, -122.26523]}"
7,Animal House,37.770924,-122.430374,basketball-court,"{'type': 'Point', 'coordinates': [37.770924, -122.430374]}"
8,The Pawington,37.641349,-122.40382,basketball-court,"{'type': 'Point', 'coordinates': [37.641349, -122.40382]}"
9,Groom,37.782831,-122.469349,basketball-court,"{'type': 'Point', 'coordinates': [37.782831, -122.469349]}"
10,Bernie's Grooming,37.766871,-122.412862,basketball-court,"{'type': 'Point', 'coordinates': [37.766871, -122.412862]}"
11,SF Puppy Love,37.779676,-122.401321,basketball-court,"{'type': 'Point', 'coordinates': [37.779676, -122.401321]}"
12,Russian Hill Dog Grooming Express,37.787221,-122.432987,basketball-court,"{'type': 'Point', 'coordinates': [37.787221, -122.432987]}"
13,Bubbles & Beans Laundromat,37.751867,-122.422367,basketball-court,"{'type': 'Point', 'coordinates': [37.751867, -122.422367]}"
14,Russian Hill Dog Grooming,37.798507,-122.419103,basketball-court,"{'type': 'Point', 'coordinates': [37.798507, -122.419103]}"
15,The Grateful Dog - Sf,37.800338,-122.43061,basketball-court,"{'type': 'Point', 'coordinates': [37.800338, -122.43061]}"
16,Kosita's Pet Grooming,37.73929,-122.417612,basketball-court,"{'type': 'Point', 'coordinates': [37.73929, -122.417612]}"
17,Fog City Dogs,37.738534,-122.403523,basketball-court,"{'type': 'Point', 'coordinates': [37.738534, -122.403523]}"
18,Top Dog Boutique & Grooming,37.780892,-122.473748,basketball-court,"{'type': 'Point', 'coordinates': [37.780892, -122.473748]}"
19,Ocean Paws by Expert Pet,37.724463,-122.459947,basketball-court,"{'type': 'Point', 'coordinates': [37.724463, -122.459947]}"
20,SF Dog Parlour,37.71117,-122.404061,basketball-court,"{'type': 'Point', 'coordinates': [37.71117, -122.404061]}"
21,Under One Woof,37.776584,-122.276901,basketball-court,"{'type': 'Point', 'coordinates': [37.776584, -122.276901]}"
22,Broadway Grooming Clinic,37.803034,-122.276276,basketball-court,"{'type': 'Point', 'coordinates': [37.803034, -122.276276]}"
23,All About the Dogue Salon & Spa,37.829573,-122.279174,basketball-court,"{'type': 'Point', 'coordinates': [37.829573, -122.279174]}"
24,Bliss Bound Hound,37.811891,-122.251023,basketball-court,"{'type': 'Point', 'coordinates': [37.811891, -122.251023]}"
25,Spaw Fitness,37.84754,-122.26528,basketball-court,"{'type': 'Point', 'coordinates': [37.84754, -122.26528]}"
26,Pet Stylist Heather Tuthill,37.826975,-122.252035,basketball-court,"{'type': 'Point', 'coordinates': [37.826975, -122.252035]}"
27,Drummond's Pet Grooming,37.737712,-122.240807,basketball-court,"{'type': 'Point', 'coordinates': [37.737712, -122.240807]}"
28,Blank & Cables,37.775821,-122.227782,basketball-court,"{'type': 'Point', 'coordinates': [37.775821, -122.227782]}"
29,Metro Dog,37.900604,-122.309856,basketball-court,"{'type': 'Point', 'coordinates': [37.900604, -122.309856]}"
30,Dog's Best Friend & The Cat's Meow,37.896177,-122.300622,basketball-court,"{'type': 'Point', 'coordinates': [37.896177, -122.300622]}"
31,Doggie Styles,37.897963,-122.535392,basketball-court,"{'type': 'Point', 'coordinates': [37.897963, -122.535392]}"
32,Poodles A LA Pamela,37.807264,-122.222046,basketball-court,"{'type': 'Point', 'coordinates': [37.807264, -122.222046]}"
33,Le Chien Fortune,37.612537,-122.404631,basketball-court,"{'type': 'Point', 'coordinates': [37.612537, -122.404631]}"
34,Petvet Petfood,37.92044,-122.3169,basketball-court,"{'type': 'Point', 'coordinates': [37.92044, -122.3169]}"
35,Tamalpais Dog Grooming,37.925803,-122.522653,basketball-court,"{'type': 'Point', 'coordinates': [37.925803, -122.522653]}"
36,Pet Choice,37.788266,-122.19591,basketball-court,"{'type': 'Point', 'coordinates': [37.788266, -122.19591]}"
37,Doggy Dog Grooming,37.944164,-122.328986,basketball-court,"{'type': 'Point', 'coordinates': [37.944164, -122.328986]}"
38,Jennifer's Pet Grooming,37.944348,-122.329141,basketball-court,"{'type': 'Point', 'coordinates': [37.944348, -122.329141]}"
39,Bark Station Pet Salon,37.579487,-122.344155,basketball-court,"{'type': 'Point', 'coordinates': [37.579487, -122.344155]}"
40,Avenue Pet Salon,37.577254,-122.348605,basketball-court,"{'type': 'Point', 'coordinates': [37.577254, -122.348605]}"
41,Dog Time,37.712368,-122.148475,basketball-court,"{'type': 'Point', 'coordinates': [37.712368, -122.148475]}"
42,Waiterock Pet Ranch,37.891971,-122.140096,basketball-court,"{'type': 'Point', 'coordinates': [37.891971, -122.140096]}"
43,Tender Loving Care Pets Grooming,37.696743,-122.115954,basketball-court,"{'type': 'Point', 'coordinates': [37.696743, -122.115954]}"
44,Fluff Dog Grooming,37.722823,-122.154805,basketball-court,"{'type': 'Point', 'coordinates': [37.722823, -122.154805]}"
45,San Francisco Pet Grooming,37.771458,-122.430164,basketball-court,"{'type': 'Point', 'coordinates': [37.771458, -122.430164]}"
46,Moulin Pooch San Francisco,37.768888,-122.436058,basketball-court,"{'type': 'Point', 'coordinates': [37.768888, -122.436058]}"
47,Wags,37.793872,-122.421194,basketball-court,"{'type': 'Point', 'coordinates': [37.793872, -122.421194]}"
48,Blank & Cables,37.755047,-122.412379,basketball-court,"{'type': 'Point', 'coordinates': [37.755047, -122.412379]}"
49,Pawz Spa Grooming,37.800011,-122.433171,basketball-court,"{'type': 'Point', 'coordinates': [37.800011, -122.433171]}"
0,Berry Basketball Courts,37.772031,-122.397898,basketball-court,"{'type': 'Point', 'coordinates': [37.772031, -122.397898]}"
1,Soma Rec Center,37.778838,-122.406328,basketball-court,"{'type': 'Point', 'coordinates': [37.778838, -122.406328]}"
2,Dolores Park Basketball Courts,37.760956,-122.427849,basketball-court,"{'type': 'Point', 'coordinates': [37.760956, -122.427849]}"
3,Hamilton Basketball Courts,37.784569,-122.435625,basketball-court,"{'type': 'Point', 'coordinates': [37.784569, -122.435625]}"
4,NBA Nation,37.759168,-122.412335,basketball-court,"{'type': 'Point', 'coordinates': [37.759168, -122.412335]}"
5,Arterra Mission Bay,37.771896,-122.397532,basketball-court,"{'type': 'Point', 'coordinates': [37.771896, -122.397532]}"
6,Golden Gate Park Panhandle Basketball Courts,37.771955,-122.445915,basketball-court,"{'type': 'Point', 'coordinates': [37.771955, -122.445915]}"
7,Alice Marble Basketball Court,37.801395,-122.420205,basketball-court,"{'type': 'Point', 'coordinates': [37.801395, -122.420205]}"
8,Al Kerr Court,37.763735,-122.45811,basketball-court,"{'type': 'Point', 'coordinates': [37.763735, -122.45811]}"
9,Bernal Heights Recreation Center,37.738385,-122.416197,basketball-court,"{'type': 'Point', 'coordinates': [37.738385, -122.416197]}"
10,Bay City Basketball Headquarters,37.781086,-122.468411,basketball-court,"{'type': 'Point', 'coordinates': [37.781086, -122.468411]}"
11,Baker Beach half court,37.791371,-122.480608,basketball-court,"{'type': 'Point', 'coordinates': [37.791371, -122.480608]}"
12,Basketball Courts,37.711444,-122.418046,basketball-court,"{'type': 'Point', 'coordinates': [37.711444, -122.418046]}"
13,Park Merced Basketball Courts,37.723387,-122.483572,basketball-court,"{'type': 'Point', 'coordinates': [37.723387, -122.483572]}"
14,St Thomas More Catholic School Basketball Court,37.712567,-122.473403,basketball-court,"{'type': 'Point', 'coordinates': [37.712567, -122.473403]}"
15,Rakuten Performance Center,37.802312,-122.274154,basketball-court,"{'type': 'Point', 'coordinates': [37.802312, -122.274154]}"
16,North Oakland,37.846557,-122.282237,basketball-court,"{'type': 'Point', 'coordinates': [37.846557, -122.282237]}"
17,San Pablo Park Basketball Court,37.853744,-122.282223,basketball-court,"{'type': 'Point', 'coordinates': [37.853744, -122.282223]}"
18,Mosswood Park Basketball Court,37.824629,-122.261518,basketball-court,"{'type': 'Point', 'coordinates': [37.824629, -122.261518]}"
19,Steph Curry Court,37.737088,-122.240843,basketball-court,"{'type': 'Point', 'coordinates': [37.737088, -122.240843]}"
20,Gymnasium,37.637546,-122.490837,basketball-court,"{'type': 'Point', 'coordinates': [37.637546, -122.490837]}"
21,We Basketball,37.876034,-122.271593,basketball-court,"{'type': 'Point', 'coordinates': [37.876034, -122.271593]}"
22,People's Park Basketball Court,37.86511,-122.254446,basketball-court,"{'type': 'Point', 'coordinates': [37.86511, -122.254446]}"
23,UPBasketball - Unlimited Potential Basketball,37.598384,-122.382474,basketball-court,"{'type': 'Point', 'coordinates': [37.598384, -122.382474]}"
24,Tuesday Basketball,37.937728,-122.311873,basketball-court,"{'type': 'Point', 'coordinates': [37.937728, -122.311873]}"
25,Assumption Gym,37.721238,-122.135988,basketball-court,"{'type': 'Point', 'coordinates': [37.721238, -122.135988]}"
26,She Got Game Basketball Camp San Francisco,37.784264,-122.446,basketball-court,"{'type': 'Point', 'coordinates': [37.784264, -122.446]}"
27,Panhandle Basketball Courts,37.768679,-122.453452,basketball-court,"{'type': 'Point', 'coordinates': [37.768679, -122.453452]}"
28,SF State Basketball Camp,37.721007,-122.477128,basketball-court,"{'type': 'Point', 'coordinates': [37.721007, -122.477128]}"
29,Soldier Town,37.79303,-122.26475,basketball-court,"{'type': 'Point', 'coordinates': [37.79303, -122.26475]}"
0,Ananda Fuara,37.77789,-122.416164,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.77789, -122.416164]}"
1,Sweetgreen,37.787182,-122.398432,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.787182, -122.398432]}"
2,Beloved Cafe,37.752329,-122.419313,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.752329, -122.419313]}"
3,Papalote Mexican Grill,37.751949,-122.420867,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.751949, -122.420867]}"
4,Ike's Sandwiches,37.78512,-122.419889,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.78512, -122.419889]}"
5,New Eritrea Restaurant & Bar,37.763808,-122.467787,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.763808, -122.467787]}"
6,Udupi Palace,37.756812,-122.420939,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.756812, -122.420939]}"
7,Besharam,37.754174,-122.389537,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.754174, -122.389537]}"
8,Boogaloos,37.755614,-122.420797,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.755614, -122.420797]}"
9,Greens Restaurant,37.807002,-122.432295,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.807002, -122.432295]}"
10,Gracias Madre,37.761621,-122.419145,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.761621, -122.419145]}"
11,Kasa Indian Eatery,37.76085,-122.433074,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.76085, -122.433074]}"
12,Enjoy Vegetarian Restaurant,37.795717,-122.405173,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.795717, -122.405173]}"
13,The Thonglor,37.787265,-122.410194,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.787265, -122.410194]}"
14,Judahlicious,37.76076,-122.503997,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.76076, -122.503997]}"
15,Mixt,37.758243,-122.421024,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.758243, -122.421024]}"
16,VeganBurg,37.770198,-122.44667,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.770198, -122.44667]}"
17,Ike's Sandwiches,37.671651,-122.470325,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.671651, -122.470325]}"
18,Sweetgreen,37.789656,-122.391744,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.789656, -122.391744]}"
19,Amy's Drive Thru,37.924548,-122.513179,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.924548, -122.513179]}"
20,Bowl'd Korean Rice Bar,37.891011,-122.288186,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.891011, -122.288186]}"
21,Shangri-La Vegan,37.83128,-122.276904,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.83128, -122.276904]}"
22,Golden Lotus,37.80341,-122.270414,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.80341, -122.270414]}"
23,Mixt,37.785581,-122.404432,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.785581, -122.404432]}"
24,Pepples Donut Farm,37.843599,-122.28422,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.843599, -122.28422]}"
25,Cafe del Soul,37.973691,-122.532213,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.973691, -122.532213]}"
26,Long Life Vegi House,37.871446,-122.276569,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.871446, -122.276569]}"
27,Wholesome Bakery,37.772015,-122.437462,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.772015, -122.437462]}"
28,Cafe Del Soul,37.881187,-122.525345,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.881187, -122.525345]}"
29,Millennium,37.847406,-122.251847,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.847406, -122.251847]}"
30,Mixt,37.812266,-122.266476,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.812266, -122.266476]}"
31,Thai Idea Vegetarian Restaurant,37.783391,-122.418998,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.783391, -122.418998]}"
32,Peasant Pies,37.763748,-122.469001,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.763748, -122.469001]}"
33,Nourish Cafe,37.785273,-122.464765,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.785273, -122.464765]}"
34,Baia,37.77817,-122.421915,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.77817, -122.421915]}"
35,Mr Dewie's Cashew Creamery,37.890152,-122.298262,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.890152, -122.298262]}"
36,Sweetgreen,37.56332,-122.325896,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.56332, -122.325896]}"
37,Donut Farm,37.795336,-122.393463,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.795336, -122.393463]}"
38,The Plant Cafe Organic,37.79175,-122.402358,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.79175, -122.402358]}"
39,Core Kitchen,37.804159,-122.27261,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.804159, -122.27261]}"
40,Nourish Cafe,37.790628,-122.41706,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.790628, -122.41706]}"
41,Lemat,37.8503,-122.271211,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.8503, -122.271211]}"
42,Big Lantern Restaurant,37.764959,-122.423356,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.764959, -122.423356]}"
43,Grilly's Mill Valley,37.89492,-122.532985,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.89492, -122.532985]}"
44,Lion Dance Cafe,37.806124,-122.267772,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.806124, -122.267772]}"
45,Neecha Thai,37.811936,-122.247365,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.811936, -122.247365]}"
46,Obelisco Restaurant,37.77554,-122.224106,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.77554, -122.224106]}"
47,The Green Enchilada,37.650934,-122.491922,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.650934, -122.491922]}"
48,Hippie Thai Street Food,37.770291,-122.445887,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.770291, -122.445887]}"
49,Ike's Sandwiches,37.869681,-122.268353,vegan-restaurant,"{'type': 'Point', 'coordinates': [37.869681, -122.268353]}"
0,Public Works,37.768956,-122.419363,club,"{'type': 'Point', 'coordinates': [37.768956, -122.419363]}"
1,Oasis,37.771782,-122.414442,club,"{'type': 'Point', 'coordinates': [37.771782, -122.414442]}"
2,Jolene's Bar,37.765554,-122.413429,club,"{'type': 'Point', 'coordinates': [37.765554, -122.413429]}"
3,The Great Northern,37.767481,-122.40659,club,"{'type': 'Point', 'coordinates': [37.767481, -122.40659]}"
4,Madrone Art Bar,37.774201,-122.437404,club,"{'type': 'Point', 'coordinates': [37.774201, -122.437404]}"
5,Club Six,37.781406,-122.40949,club,"{'type': 'Point', 'coordinates': [37.781406, -122.40949]}"
6,F8 1192 Folsom,37.775283,-122.409986,club,"{'type': 'Point', 'coordinates': [37.775283, -122.409986]}"
7,The View,37.785207,-122.404625,club,"{'type': 'Point', 'coordinates': [37.785207, -122.404625]}"
8,Midnight Sun,37.760801,-122.434146,club,"{'type': 'Point', 'coordinates': [37.760801, -122.434146]}"
9,Bay View Boat Club,37.771064,-122.386157,club,"{'type': 'Point', 'coordinates': [37.771064, -122.386157]}"
10,Underground SF,37.772415,-122.429244,club,"{'type': 'Point', 'coordinates': [37.772415, -122.429244]}"
11,Cat Club,37.775367,-122.409851,club,"{'type': 'Point', 'coordinates': [37.775367, -122.409851]}"
12,Sláinte,37.79598,-122.276658,club,"{'type': 'Point', 'coordinates': [37.79598, -122.276658]}"
13,Sundance Saloon,37.739852,-122.404675,club,"{'type': 'Point', 'coordinates': [37.739852, -122.404675]}"
14,El Lopo,37.788978,-122.42069,club,"{'type': 'Point', 'coordinates': [37.788978, -122.42069]}"
15,Blondie's Bar,37.764119,-122.421944,club,"{'type': 'Point', 'coordinates': [37.764119, -122.421944]}"
16,Beaux,37.763609,-122.434169,club,"{'type': 'Point', 'coordinates': [37.763609, -122.434169]}"
17,Monarch,37.780935,-122.408387,club,"{'type': 'Point', 'coordinates': [37.780935, -122.408387]}"
18,The Plough And Stars,37.783261,-122.460346,club,"{'type': 'Point', 'coordinates': [37.783261, -122.460346]}"
19,DNA Lounge,37.771002,-122.412675,club,"{'type': 'Point', 'coordinates': [37.771002, -122.412675]}"
20,Pier 23 Cafe,37.803372,-122.400748,club,"{'type': 'Point', 'coordinates': [37.803372, -122.400748]}"
21,Monroe,37.79795,-122.405017,club,"{'type': 'Point', 'coordinates': [37.79795, -122.405017]}"
22,Danzhaus Aka The Gingerbread House,37.750074,-122.396176,club,"{'type': 'Point', 'coordinates': [37.750074, -122.396176]}"
23,Southside Spirit House,37.787118,-122.397568,club,"{'type': 'Point', 'coordinates': [37.787118, -122.397568]}"
24,Bootie San Francisco,37.771002,-122.412675,club,"{'type': 'Point', 'coordinates': [37.771002, -122.412675]}"
25,MeloMelo Kava Bar,37.87119,-122.277394,club,"{'type': 'Point', 'coordinates': [37.87119, -122.277394]}"
26,Hello Stranger,37.806928,-122.269253,club,"{'type': 'Point', 'coordinates': [37.806928, -122.269253]}"
27,The Wreck Room,37.791186,-122.417021,club,"{'type': 'Point', 'coordinates': [37.791186, -122.417021]}"
28,White Horse Inn,37.851754,-122.260498,club,"{'type': 'Point', 'coordinates': [37.851754, -122.260498]}"
29,Ruby Room,37.801507,-122.263559,club,"{'type': 'Point', 'coordinates': [37.801507, -122.263559]}"
30,Radio,37.803291,-122.271125,club,"{'type': 'Point', 'coordinates': [37.803291, -122.271125]}"
31,Halcyon,37.771424,-122.41399,club,"{'type': 'Point', 'coordinates': [37.771424, -122.41399]}"
32,The Mint Karaoke Lounge,37.770221,-122.425889,club,"{'type': 'Point', 'coordinates': [37.770221, -122.425889]}"
33,Lookout,37.764363,-122.433282,club,"{'type': 'Point', 'coordinates': [37.764363, -122.433282]}"
