,name,latitude,longitude,category,geometry
34,Latin American Club,37.75544,-122.4205,club,"{'type': 'Point', 'coordinates': [37.75544, -122.4205]}"
35,1015 Folsom,37.778128,-122.405784,club,"{'type': 'Point', 'coordinates': [37.778128, -122.405784]}"
36,Death Guild,37.771067,-122.412679,club,"{'type': 'Point', 'coordinates': [37.771067, -122.412679]}"
37,Make-Out Room,37.755294,-122.419417,club,"{'type': 'Point', 'coordinates': [37.755294, -122.419417]}"
38,Raven Bar,37.775665,-122.408936,club,"{'type': 'Point', 'coordinates': [37.775665, -122.408936]}"
39,Space 550,37.739852,-122.404675,club,"{'type': 'Point', 'coordinates': [37.739852, -122.404675]}"
40,The Swingin' Door,37.545093,-122.304619,club,"{'type': 'Point', 'coordinates': [37.545093, -122.304619]}"
41,Beauty Bar,37.760396,-122.41893,club,"{'type': 'Point', 'coordinates': [37.760396, -122.41893]}"
42,Comet Club,37.798191,-122.435859,club,"{'type': 'Point', 'coordinates': [37.798191, -122.435859]}"
43,Condor Club,37.798052,-122.406673,club,"{'type': 'Point', 'coordinates': [37.798052, -122.406673]}"
44,Slate Bar,37.765048,-122.417914,club,"{'type': 'Point', 'coordinates': [37.765048, -122.417914]}"
45,Roccapulco,37.747169,-122.419129,club,"{'type': 'Point', 'coordinates': [37.747169, -122.419129]}"
46,Temple Nightclub,37.787904,-122.397112,club,"{'type': 'Point', 'coordinates': [37.787904, -122.397112]}"
47,Milk Bar,37.769544,-122.452651,club,"{'type': 'Point', 'coordinates': [37.769544, -122.452651]}"
48,Q Bar,37.761624,-122.435341,club,"{'type': 'Point', 'coordinates': [37.761624, -122.435341]}"
49,Hue SF,37.797934,-122.404801,club,"{'type': 'Point', 'coordinates': [37.797934, -122.404801]}"
0,City College of San Francisco Mission Campus,37.755083,-122.420049,school,"{'type': 'Point', 'coordinates': [37.755083, -122.420049]}"
1,Sunset Elementary School,37.750835,-122.499678,school,"{'type': 'Point', 'coordinates': [37.750835, -122.499678]}"
2,Chinese American International School,37.775275,-122.422111,school,"{'type': 'Point', 'coordinates': [37.775275, -122.422111]}"
3,Children's Day School,37.764166,-122.425172,school,"{'type': 'Point', 'coordinates': [37.764166, -122.425172]}"
4,Creative Arts Charter School,37.779853,-122.435776,school,"{'type': 'Point', 'coordinates': [37.779853, -122.435776]}"
5,McKinley Elementary School,37.767045,-122.436236,school,"{'type': 'Point', 'coordinates': [37.767045, -122.436236]}"
6,Gateway High School,37.783164,-122.437334,school,"{'type': 'Point', 'coordinates': [37.783164, -122.437334]}"
7,Pacific Primary School,37.775584,-122.441615,school,"{'type': 'Point', 'coordinates': [37.775584, -122.441615]}"
8,Live Oak School,37.763563,-122.399263,school,"{'type': 'Point', 'coordinates': [37.763563, -122.399263]}"
9,Harvey Milk Civil Rights Academy,37.759027,-122.436406,school,"{'type': 'Point', 'coordinates': [37.759027, -122.436406]}"
10,Chinese Immersion School at De Avila,37.769696,-122.444276,school,"{'type': 'Point', 'coordinates': [37.769696, -122.444276]}"
11,San Francisco Day School,37.778074,-122.446636,school,"{'type': 'Point', 'coordinates': [37.778074, -122.446636]}"
12,Raoul Wallenberg Traditional High School,37.780367,-122.446127,school,"{'type': 'Point', 'coordinates': [37.780367, -122.446127]}"
13,Lycee Francais La Perouse,37.768003,-122.446755,school,"{'type': 'Point', 'coordinates': [37.768003, -122.446755]}"
14,Daniel Webster Elementary SCHL,37.760539,-122.396075,school,"{'type': 'Point', 'coordinates': [37.760539, -122.396075]}"
15,Town School For Boys,37.791926,-122.440219,school,"{'type': 'Point', 'coordinates': [37.791926, -122.440219]}"
16,Katherine Michiels School,37.749866,-122.422464,school,"{'type': 'Point', 'coordinates': [37.749866, -122.422464]}"
17,New School San Francisco,37.800905,-122.415086,school,"{'type': 'Point', 'coordinates': [37.800905, -122.415086]}"
18,Starr King Elementary School,37.75324,-122.399229,school,"{'type': 'Point', 'coordinates': [37.75324, -122.399229]}"
19,Grattan Elementary School,37.76329,-122.450703,school,"{'type': 'Point', 'coordinates': [37.76329, -122.450703]}"
20,Rooftop Elementary School,37.754621,-122.443597,school,"{'type': 'Point', 'coordinates': [37.754621, -122.443597]}"
21,Paul Revere Elementary School,37.737285,-122.413051,school,"{'type': 'Point', 'coordinates': [37.737285, -122.413051]}"
22,The San Francisco School,37.732725,-122.411564,school,"{'type': 'Point', 'coordinates': [37.732725, -122.411564]}"
23,Argonne Elementary School,37.775318,-122.476569,school,"{'type': 'Point', 'coordinates': [37.775318, -122.476569]}"
24,West Portal Elementary School,37.743445,-122.464497,school,"{'type': 'Point', 'coordinates': [37.743445, -122.464497]}"
25,E R Taylor Elementary School,37.727629,-122.407251,school,"{'type': 'Point', 'coordinates': [37.727629, -122.407251]}"
26,Herbert Hoover Middle School,37.745388,-122.469412,school,"{'type': 'Point', 'coordinates': [37.745388, -122.469412]}"
27,Sunnyside Elementary School,37.730384,-122.448607,school,"{'type': 'Point', 'coordinates': [37.730384, -122.448607]}"
28,San Francisco Community Alt,37.725946,-122.432298,school,"{'type': 'Point', 'coordinates': [37.725946, -122.432298]}"
29,Presidio Middle School,37.780924,-122.489872,school,"{'type': 'Point', 'coordinates': [37.780924, -122.489872]}"
30,Leadership High School,37.721607,-122.445007,school,"{'type': 'Point', 'coordinates': [37.721607, -122.445007]}"
31,Lick Wilmerding High School,37.72237,-122.449134,school,"{'type': 'Point', 'coordinates': [37.72237, -122.449134]}"
32,Katherine Delmar Burke School,37.783669,-122.492831,school,"{'type': 'Point', 'coordinates': [37.783669, -122.492831]}"
33,Lowell High School,37.730788,-122.483799,school,"{'type': 'Point', 'coordinates': [37.730788, -122.483799]}"
34,Jose Ortega Elementary School,37.716303,-122.466464,school,"{'type': 'Point', 'coordinates': [37.716303, -122.466464]}"
35,The Brandeis School of San Francisco,37.713325,-122.475453,school,"{'type': 'Point', 'coordinates': [37.713325, -122.475453]}"
36,Fernando Rivera Intermediate School,37.676452,-122.486573,school,"{'type': 'Point', 'coordinates': [37.676452, -122.486573]}"
37,El Camino High School,37.666933,-122.44141,school,"{'type': 'Point', 'coordinates': [37.666933, -122.44141]}"
38,All Souls Catholic School,37.657254,-122.41528,school,"{'type': 'Point', 'coordinates': [37.657254, -122.41528]}"
39,South San Francisco High School,37.647806,-122.426392,school,"{'type': 'Point', 'coordinates': [37.647806, -122.426392]}"
40,Yu Ming Charter School,37.847501,-122.283584,school,"{'type': 'Point', 'coordinates': [37.847501, -122.283584]}"
41,Westlake Middle School,37.814664,-122.261088,school,"{'type': 'Point', 'coordinates': [37.814664, -122.261088]}"
42,Tamalpais Valley Elementary School,37.874053,-122.527712,school,"{'type': 'Point', 'coordinates': [37.874053, -122.527712]}"
43,Franklin Elementary School,37.793312,-122.248663,school,"{'type': 'Point', 'coordinates': [37.793312, -122.248663]}"
44,American International Montessori School,37.847364,-122.270655,school,"{'type': 'Point', 'coordinates': [37.847364, -122.270655]}"
45,Grand Lake Montessori,37.815984,-122.2509,school,"{'type': 'Point', 'coordinates': [37.815984, -122.2509]}"
46,Monte Verde Elementary,37.636386,-122.45177,school,"{'type': 'Point', 'coordinates': [37.636386, -122.45177]}"
47,Cleveland Elementary School,37.804093,-122.2439,school,"{'type': 'Point', 'coordinates': [37.804093, -122.2439]}"
48,Good Shepherd Catholic School,37.64193,-122.489095,school,"{'type': 'Point', 'coordinates': [37.64193, -122.489095]}"
49,Shu Ren International,37.870122,-122.285899,school,"{'type': 'Point', 'coordinates': [37.870122, -122.285899]}"
0,Starbucks,37.777119,-122.419416,starbucks,"{'type': 'Point', 'coordinates': [37.777119, -122.419416]}"
1,Starbucks,37.784144,-122.407429,starbucks,"{'type': 'Point', 'coordinates': [37.784144, -122.407429]}"
2,Starbucks,37.766742,-122.409414,starbucks,"{'type': 'Point', 'coordinates': [37.766742, -122.409414]}"
3,Starbucks,37.77705,-122.417333,starbucks,"{'type': 'Point', 'coordinates': [37.77705, -122.417333]}"
4,Starbucks,37.767121,-122.393738,starbucks,"{'type': 'Point', 'coordinates': [37.767121, -122.393738]}"
5,Starbucks,37.788371,-122.393555,starbucks,"{'type': 'Point', 'coordinates': [37.788371, -122.393555]}"
6,Starbucks,37.789098,-122.408438,starbucks,"{'type': 'Point', 'coordinates': [37.789098, -122.408438]}"
7,Starbucks,37.765871,-122.40327,starbucks,"{'type': 'Point', 'coordinates': [37.765871, -122.40327]}"
8,Starbucks,37.78447,-122.404008,starbucks,"{'type': 'Point', 'coordinates': [37.78447, -122.404008]}"
9,Starbucks,37.788558,-122.434715,starbucks,"{'type': 'Point', 'coordinates': [37.788558, -122.434715]}"
10,Starbucks,37.790288,-122.433886,starbucks,"{'type': 'Point', 'coordinates': [37.790288, -122.433886]}"
11,Starbucks,37.761005,-122.434723,starbucks,"{'type': 'Point', 'coordinates': [37.761005, -122.434723]}"
12,Starbucks,37.786534,-122.408216,starbucks,"{'type': 'Point', 'coordinates': [37.786534, -122.408216]}"
13,Starbucks,37.782897,-122.431441,starbucks,"{'type': 'Point', 'coordinates': [37.782897, -122.431441]}"
14,Starbucks,37.786145,-122.405612,starbucks,"{'type': 'Point', 'coordinates': [37.786145, -122.405612]}"
15,Starbucks,37.793818,-122.396678,starbucks,"{'type': 'Point', 'coordinates': [37.793818, -122.396678]}"
16,Starbucks,37.762898,-122.410549,starbucks,"{'type': 'Point', 'coordinates': [37.762898, -122.410549]}"
17,Starbucks,37.808309,-122.413086,starbucks,"{'type': 'Point', 'coordinates': [37.808309, -122.413086]}"
18,Starbucks,37.765899,-122.403343,starbucks,"{'type': 'Point', 'coordinates': [37.765899, -122.403343]}"
19,Starbucks,37.799192,-122.449395,starbucks,"{'type': 'Point', 'coordinates': [37.799192, -122.449395]}"
20,Starbucks,37.771253,-122.38925,starbucks,"{'type': 'Point', 'coordinates': [37.771253, -122.38925]}"
21,Starbucks,37.789293,-122.406729,starbucks,"{'type': 'Point', 'coordinates': [37.789293, -122.406729]}"
22,Starbucks,37.769017,-122.427967,starbucks,"{'type': 'Point', 'coordinates': [37.769017, -122.427967]}"
23,Starbucks,37.790219,-122.421982,starbucks,"{'type': 'Point', 'coordinates': [37.790219, -122.421982]}"
24,Starbucks,37.770241,-122.403384,starbucks,"{'type': 'Point', 'coordinates': [37.770241, -122.403384]}"
25,Starbucks,37.787194,-122.410692,starbucks,"{'type': 'Point', 'coordinates': [37.787194, -122.410692]}"
26,Starbucks,37.794601,-122.402669,starbucks,"{'type': 'Point', 'coordinates': [37.794601, -122.402669]}"
27,Starbucks,37.783427,-122.433049,starbucks,"{'type': 'Point', 'coordinates': [37.783427, -122.433049]}"
28,Starbucks,37.805322,-122.414988,starbucks,"{'type': 'Point', 'coordinates': [37.805322, -122.414988]}"
29,Starbucks,37.751353,-122.431652,starbucks,"{'type': 'Point', 'coordinates': [37.751353, -122.431652]}"
30,Starbucks,37.796744,-122.422081,starbucks,"{'type': 'Point', 'coordinates': [37.796744, -122.422081]}"
31,Starbucks,37.797625,-122.430406,starbucks,"{'type': 'Point', 'coordinates': [37.797625, -122.430406]}"
32,Starbucks,37.785943,-122.439864,starbucks,"{'type': 'Point', 'coordinates': [37.785943, -122.439864]}"
33,Starbucks,37.789599,-122.401872,starbucks,"{'type': 'Point', 'coordinates': [37.789599, -122.401872]}"
34,Starbucks,37.775689,-122.446208,starbucks,"{'type': 'Point', 'coordinates': [37.775689, -122.446208]}"
35,Starbucks,37.790448,-122.405722,starbucks,"{'type': 'Point', 'coordinates': [37.790448, -122.405722]}"
36,Starbucks,37.784199,-122.404135,starbucks,"{'type': 'Point', 'coordinates': [37.784199, -122.404135]}"
37,Starbucks,37.786226,-122.453212,starbucks,"{'type': 'Point', 'coordinates': [37.786226, -122.453212]}"
38,Starbucks,37.788625,-122.422318,starbucks,"{'type': 'Point', 'coordinates': [37.788625, -122.422318]}"
39,Starbucks,37.790646,-122.403867,starbucks,"{'type': 'Point', 'coordinates': [37.790646, -122.403867]}"
40,Starbucks,37.741145,-122.387696,starbucks,"{'type': 'Point', 'coordinates': [37.741145, -122.387696]}"
41,Starbucks,37.787664,-122.401113,starbucks,"{'type': 'Point', 'coordinates': [37.787664, -122.401113]}"
42,Starbucks,37.764164,-122.456344,starbucks,"{'type': 'Point', 'coordinates': [37.764164, -122.456344]}"
43,Starbucks,37.79291,-122.40429,starbucks,"{'type': 'Point', 'coordinates': [37.79291, -122.40429]}"
44,Starbucks,37.793025,-122.39978,starbucks,"{'type': 'Point', 'coordinates': [37.793025, -122.39978]}"
45,Starbucks,37.797015,-122.398007,starbucks,"{'type': 'Point', 'coordinates': [37.797015, -122.398007]}"
46,Starbucks,37.782117,-122.446733,starbucks,"{'type': 'Point', 'coordinates': [37.782117, -122.446733]}"
47,Starbucks,37.80278,-122.402936,starbucks,"{'type': 'Point', 'coordinates': [37.80278, -122.402936]}"
48,Starbucks Reserve,37.791487,-122.395101,starbucks,"{'type': 'Point', 'coordinates': [37.791487, -122.395101]}"
49,Starbucks,37.77009,-122.416062,starbucks,"{'type': 'Point', 'coordinates': [37.77009, -122.416062]}"
0,GAIL's Bakery Muswell Hill,51.590185,-0.14609,basketball-court,"{'type': 'Point', 'coordinates': [51.590185, -0.14609]}"
1,Doggy Boutique & Grooming,51.397455,-0.186146,basketball-court,"{'type': 'Point', 'coordinates': [51.397455, -0.186146]}"
2,Smart Dogs,51.482628,-0.21261,basketball-court,"{'type': 'Point', 'coordinates': [51.482628, -0.21261]}"
3,Downtown Woof,51.447689,-0.148501,basketball-court,"{'type': 'Point', 'coordinates': [51.447689, -0.148501]}"
4,Love My Hound,51.40849,-0.039107,basketball-court,"{'type': 'Point', 'coordinates': [51.40849, -0.039107]}"
5,Hot Dogs Grooming Parlour,51.647089,0.053841,basketball-court,"{'type': 'Point', 'coordinates': [51.647089, 0.053841]}"
6,Dogtastic,51.707826,-0.331201,basketball-court,"{'type': 'Point', 'coordinates': [51.707826, -0.331201]}"
7,Lovely Lucky's,51.489278,-0.117674,basketball-court,"{'type': 'Point', 'coordinates': [51.489278, -0.117674]}"
8,Doggone Fabulous,51.525196,-0.191193,basketball-court,"{'type': 'Point', 'coordinates': [51.525196, -0.191193]}"
9,Doherty Dog Training,51.466025,-0.158057,basketball-court,"{'type': 'Point', 'coordinates': [51.466025, -0.158057]}"
10,Pets in the City,51.518865,-0.218947,basketball-court,"{'type': 'Point', 'coordinates': [51.518865, -0.218947]}"
11,The Wag Club,51.552074,-0.196044,basketball-court,"{'type': 'Point', 'coordinates': [51.552074, -0.196044]}"
12,JJ's VIP PETS,51.582418,-0.098454,basketball-court,"{'type': 'Point', 'coordinates': [51.582418, -0.098454]}"
13,Cat Care Callers,51.429233,-0.126407,basketball-court,"{'type': 'Point', 'coordinates': [51.429233, -0.126407]}"
14,Love Luna,51.421279,-0.085619,basketball-court,"{'type': 'Point', 'coordinates': [51.421279, -0.085619]}"
15,K9 Couture Mobile Dog Grooming,51.598319,-0.138476,basketball-court,"{'type': 'Point', 'coordinates': [51.598319, -0.138476]}"
16,The Groom Room Hendon,51.580994,-0.245156,basketball-court,"{'type': 'Point', 'coordinates': [51.580994, -0.245156]}"
17,Curracloe,51.504431,-0.30657,basketball-court,"{'type': 'Point', 'coordinates': [51.504431, -0.30657]}"
18,Melly's Mutts,51.459742,0.040901,basketball-court,"{'type': 'Point', 'coordinates': [51.459742, 0.040901]}"
19,K 9 Grooms,51.397609,-0.186327,basketball-court,"{'type': 'Point', 'coordinates': [51.397609, -0.186327]}"
20,All Four Pets,51.420729,0.002415,basketball-court,"{'type': 'Point', 'coordinates': [51.420729, 0.002415]}"
21,The Groom Room Brentford,51.48213,-0.314275,basketball-court,"{'type': 'Point', 'coordinates': [51.48213, -0.314275]}"
22,Poochs Mobile Pamper Van,51.637194,-0.083375,basketball-court,"{'type': 'Point', 'coordinates': [51.637194, -0.083375]}"
23,Pet Universe Cat & Dog Grooming Salon,51.594867,0.056035,basketball-court,"{'type': 'Point', 'coordinates': [51.594867, 0.056035]}"
24,Pet Universe,51.594888,0.056506,basketball-court,"{'type': 'Point', 'coordinates': [51.594888, 0.056506]}"
25,Classy Canines,51.631183,0.004266,basketball-court,"{'type': 'Point', 'coordinates': [51.631183, 0.004266]}"
26,Absolutely No Tangles,51.566004,-0.35268,basketball-court,"{'type': 'Point', 'coordinates': [51.566004, -0.35268]}"
27,Puppy & Dog Training,51.655573,-0.188784,basketball-court,"{'type': 'Point', 'coordinates': [51.655573, -0.188784]}"
28,Mutleys Grooming Studio,51.391089,0.039449,basketball-court,"{'type': 'Point', 'coordinates': [51.391089, 0.039449]}"
29,Teddy Bear Dog Grooming Limited,51.455451,-0.366447,basketball-court,"{'type': 'Point', 'coordinates': [51.455451, -0.366447]}"
30,Bexleyheath Dog Grooming,51.478815,0.127803,basketball-court,"{'type': 'Point', 'coordinates': [51.478815, 0.127803]}"
31,Puppylove Grooming,51.424268,0.107074,basketball-court,"{'type': 'Point', 'coordinates': [51.424268, 0.107074]}"
32,Pawtastic Gundog Adventures,51.354553,-0.013799,basketball-court,"{'type': 'Point', 'coordinates': [51.354553, -0.013799]}"
33,Waggs Professional Dog Grooming,51.328033,-0.108707,basketball-court,"{'type': 'Point', 'coordinates': [51.328033, -0.108707]}"
34,MiGroomers Dagenham,51.564975,0.146288,basketball-court,"{'type': 'Point', 'coordinates': [51.564975, 0.146288]}"
35,Barbaras Dog Grooming,51.610261,-0.374556,basketball-court,"{'type': 'Point', 'coordinates': [51.610261, -0.374556]}"
36,Pawgeous Pooches,51.338482,-0.260109,basketball-court,"{'type': 'Point', 'coordinates': [51.338482, -0.260109]}"
37,Emma's Groom Room,51.446137,-0.424054,basketball-court,"{'type': 'Point', 'coordinates': [51.446137, -0.424054]}"
38,Purrfect Pooches,51.45238,0.177798,basketball-court,"{'type': 'Point', 'coordinates': [51.45238, 0.177798]}"
39,Dial a Dog Wash,51.696973,-0.027874,basketball-court,"{'type': 'Point', 'coordinates': [51.696973, -0.027874]}"
40,The Grooming Shed,51.701876,-0.028085,basketball-court,"{'type': 'Point', 'coordinates': [51.701876, -0.028085]}"
41,Hollywood Dogs,51.606785,0.166843,basketball-court,"{'type': 'Point', 'coordinates': [51.606785, 0.166843]}"
42,Jay-Jay Groomers,51.336645,-0.320292,basketball-court,"{'type': 'Point', 'coordinates': [51.336645, -0.320292]}"
43,Shaggy to Chic Pet Grooming Service,51.580983,0.190471,basketball-court,"{'type': 'Point', 'coordinates': [51.580983, 0.190471]}"
44,Kingsfield Dog Walkers,51.642561,-0.389362,basketball-court,"{'type': 'Point', 'coordinates': [51.642561, -0.389362]}"
45,Vanity Paws,51.565271,0.199129,basketball-court,"{'type': 'Point', 'coordinates': [51.565271, 0.199129]}"
46,Missy Pawfect Care & Grooming Service,51.304517,-0.234754,basketball-court,"{'type': 'Point', 'coordinates': [51.304517, -0.234754]}"
47,Carrie's Crufty Cuts,51.456723,0.206591,basketball-court,"{'type': 'Point', 'coordinates': [51.456723, 0.206591]}"
48,Dazzlingdogs,51.391459,0.165554,basketball-court,"{'type': 'Point', 'coordinates': [51.391459, 0.165554]}"
49,The Groom Room Walton on Thames,51.387927,-0.418045,basketball-court,"{'type': 'Point', 'coordinates': [51.387927, -0.418045]}"
0,GMH Park Netball Courts,51.49601,-0.106626,basketball-court,"{'type': 'Point', 'coordinates': [51.49601, -0.106626]}"
1,The Regal,51.491352,-0.114949,basketball-court,"{'type': 'Point', 'coordinates': [51.491352, -0.114949]}"
2,Basket Ball Court,51.525298,-0.109598,basketball-court,"{'type': 'Point', 'coordinates': [51.525298, -0.109598]}"
3,Spa Fields Basketball Court,51.52541,-0.108339,basketball-court,"{'type': 'Point', 'coordinates': [51.52541, -0.108339]}"
4,Basketball Court,51.501277,-0.086212,basketball-court,"{'type': 'Point', 'coordinates': [51.501277, -0.086212]}"
5,Netball Courts,51.536528,-0.13703,basketball-court,"{'type': 'Point', 'coordinates': [51.536528, -0.13703]}"
6,Tabard Gardens - Basketball Court,51.514811,-0.174869,basketball-court,"{'type': 'Point', 'coordinates': [51.514811, -0.174869]}"
7,Lisson Grove - Basketball Court,51.525673,-0.168182,basketball-court,"{'type': 'Point', 'coordinates': [51.525673, -0.168182]}"
8,Basketball Courts,51.487366,-0.085247,basketball-court,"{'type': 'Point', 'coordinates': [51.487366, -0.085247]}"
9,Basketball Court,51.531601,-0.079473,basketball-court,"{'type': 'Point', 'coordinates': [51.531601, -0.079473]}"
10,Clapham Common Basketball Court,51.460019,-0.142943,basketball-court,"{'type': 'Point', 'coordinates': [51.460019, -0.142943]}"
11,Basketball Court,51.525673,-0.055333,basketball-court,"{'type': 'Point', 'coordinates': [51.525673, -0.055333]}"
12,Basketball Court,51.490018,-0.228093,basketball-court,"{'type': 'Point', 'coordinates': [51.490018, -0.228093]}"
13,Ravenscourt Park Basketball Court,51.49362,-0.240106,basketball-court,"{'type': 'Point', 'coordinates': [51.49362, -0.240106]}"
14,Island Gardens Basketball Court,51.488234,-0.010596,basketball-court,"{'type': 'Point', 'coordinates': [51.488234, -0.010596]}"
15,Lindsell Street Multi-Use Games Area,51.473653,-0.013718,basketball-court,"{'type': 'Point', 'coordinates': [51.473653, -0.013718]}"
16,Basketball Court,51.546138,0.006338,basketball-court,"{'type': 'Point', 'coordinates': [51.546138, 0.006338]}"
17,Charlton Park Basketball Court,51.475096,0.039662,basketball-court,"{'type': 'Point', 'coordinates': [51.475096, 0.039662]}"
18,One Tree Hill Basketball Court,51.54438,-0.304403,basketball-court,"{'type': 'Point', 'coordinates': [51.54438, -0.304403]}"
19,Kingston College Arena,51.40759,-0.30508,basketball-court,"{'type': 'Point', 'coordinates': [51.40759, -0.30508]}"
20,Arneways Basketball Court,51.585247,0.133264,basketball-court,"{'type': 'Point', 'coordinates': [51.585247, 0.133264]}"
21,Leeming Park,51.667098,-0.281927,basketball-court,"{'type': 'Point', 'coordinates': [51.667098, -0.281927]}"
22,Wormley Netball Courts,51.734093,-0.030572,basketball-court,"{'type': 'Point', 'coordinates': [51.734093, -0.030572]}"
23,College Lane Basketball Courts,51.750856,-0.238647,basketball-court,"{'type': 'Point', 'coordinates': [51.750856, -0.238647]}"
0,Mildreds,51.513075,-0.13654,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.513075, -0.13654]}"
1,Pilpel,51.514984,-0.098656,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514984, -0.098656]}"
2,Pilpel,51.514372,-0.10727,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514372, -0.10727]}"
3,Green Note,51.537312,-0.145807,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.537312, -0.145807]}"
4,Mildreds,51.531322,-0.117384,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.531322, -0.117384]}"
5,Satan's Whiskers,51.529475,-0.056129,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.529475, -0.056129]}"
6,Purezza,51.538028,-0.144364,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.538028, -0.144364]}"
7,Rochelle Canteen,51.525784,-0.074223,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.525784, -0.074223]}"
8,Mildreds,51.545444,-0.074703,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.545444, -0.074703]}"
9,Kin,51.519444,-0.140363,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.519444, -0.140363]}"
10,Mallow,51.506277,-0.090402,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.506277, -0.090402]}"
11,Mr Falafel,51.505345,-0.226776,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.505345, -0.226776]}"
12,Black Cat,51.551395,-0.05559,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.551395, -0.05559]}"
13,Maramia Cafe,51.522584,-0.207712,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.522584, -0.207712]}"
14,Salt the Radish,51.563797,-0.10256,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.563797, -0.10256]}"
15,Bluebrick Cafe,51.4568,-0.073458,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.4568, -0.073458]}"
16,The Waiting Room,51.479262,-0.025944,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.479262, -0.025944]}"
17,The Gallery Cafe,51.529878,-0.054419,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.529878, -0.054419]}"
18,Rasa South Indian Vegetarian Restaurant,51.562072,-0.076389,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.562072, -0.076389]}"
19,Mildreds Camden,51.540599,-0.144908,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.540599, -0.144908]}"
20,Pipoca Vegan,51.472019,-0.112968,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.472019, -0.112968]}"
21,The Spread Eagle,51.54861,-0.040705,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.54861, -0.040705]}"
22,The Good Life Eatery,51.491935,-0.165311,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.491935, -0.165311]}"
23,The Canvas,51.520177,-0.071502,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.520177, -0.071502]}"
24,Love Shack,51.532341,-0.057313,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.532341, -0.057313]}"
25,Farmacy,51.515491,-0.192777,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.515491, -0.192777]}"
26,Lauderdale House,51.569327,-0.143473,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.569327, -0.143473]}"
27,Bubala,51.517785,-0.074149,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.517785, -0.074149]}"
28,Buhler and Co,51.590583,-0.017089,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.590583, -0.017089]}"
29,Tofu Vegan,51.537773,-0.102922,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.537773, -0.102922]}"
30,Neat Burger,51.514627,-0.14274,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514627, -0.14274]}"
31,Indian Veg,51.53326,-0.110525,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.53326, -0.110525]}"
32,Sagar,51.512617,-0.1207,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.512617, -0.1207]}"
33,222 Veggie Vegan,51.485894,-0.203033,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.485894, -0.203033]}"
34,The Gate Islington,51.530255,-0.105299,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.530255, -0.105299]}"
35,Amrutha Lounge,51.443629,-0.190018,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.443629, -0.190018]}"
36,Jai Krishna,51.570126,-0.114289,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.570126, -0.114289]}"
37,Unity Diner,51.516771,-0.073851,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.516771, -0.073851]}"
38,Diwana Bhel Poori House,51.526978,-0.136515,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.526978, -0.136515]}"
39,Romeo's Sugar Free Bakery,51.541657,-0.103123,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.541657, -0.103123]}"
40,Wulf & Lamb,51.493548,-0.158564,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.493548, -0.158564]}"
41,Farmstand,51.514349,-0.121845,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514349, -0.121845]}"
42,Vijay's Chawalla,51.538743,0.033051,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.538743, 0.033051]}"
43,The Kanteen,51.575525,-0.224442,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.575525, -0.224442]}"
44,The Gate,51.515127,-0.161121,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.515127, -0.161121]}"
